usage,latency,location,version,inlier,outlier
37.2,564,USA,v1,False,False
31.28,963,USA,v1,False,False
3.7939999999999996,991,CAN,v3,False,True
30.49,727,CAN,v2,False,False
39.95,545,AUS,v4,False,False
36.59,67,UK,v2,False,False
30.83,48,AUS,v3,False,False
38.45,223,USA,v1,False,False
36.45,928,CAN,v2,False,False
37.39,562,RUS,v4,False,False
40.23,817,UK,v3,False,False
33.43,7,CAN,v2,False,False
37.43,296,AUS,v3,False,False
38.6,305,RUS,v4,False,False
28.13,319,RUS,v4,False,False
39.75,639,RUS,v4,False,False
31.05,716,UK,v2,False,False
34.19,361,CAN,v1,False,False
44.0,130,UK,v2,False,False
43.23,198,AUS,v3,False,False
36.64,45,RUS,v4,False,False
29.31,900,CAN,v2,False,False
40.86,66,CAN,v2,False,False
36.51,534,AUS,v3,False,False
31.01,857,RUS,v4,False,False
29.45,321,RUS,v4,False,False
38.19,295,CAN,v2,False,False
30.56,379,RUS,v4,False,False
40.05,949,UK,v3,False,False
34.21,792,RUS,v4,False,False
36.38,237,UK,v2,False,False
27.86,63,CAN,v1,False,False
26.67,91,RUS,v4,False,False
37.84,733,USA,v1,False,False
40.96,198,CAN,v2,False,False
37.66,698,RUS,v4,False,False
37.79,547,USA,v1,False,False
35.15,6,CAN,v2,True,False
32.26,672,AUS,v3,False,False
31.97,527,USA,v1,False,False
34.03,56,RUS,v4,False,False
28.88,664,UK,v3,False,False
24.14,314,UK,v3,False,False
31.92,422,UK,v2,False,False
4.815,635,CAN,v3,False,True
33.56,941,CAN,v2,False,False
34.88,955,AUS,v3,True,False
37.76,761,UK,v3,False,False
33.27,788,UK,v2,False,False
31.17,731,RUS,v4,False,False
27.81,39,RUS,v4,False,False
43.63,771,CAN,v2,False,False
38.98,332,AUS,v3,False,False
28.98,48,AUS,v3,False,False
41.24,921,UK,v2,False,False
34.35,785,USA,v1,True,False
33.16,450,RUS,v4,False,False
34.51,233,AUS,v4,True,False
33.96,775,AUS,v4,False,False
30.58,908,AUS,v4,False,False
29.0,465,AUS,v3,False,False
30.72,483,RUS,v4,False,False
43.39,545,AUS,v3,False,False
35.11,559,USA,v1,True,False
41.19,511,CAN,v2,False,False
31.12,398,UK,v3,False,False
31.08,750,CAN,v2,False,False
29.28,768,UK,v3,False,False
30.16,531,USA,v1,False,False
41.04,122,AUS,v3,False,False
24.75,290,CAN,v2,False,False
34.82,973,CAN,v2,True,False
30.26,567,AUS,v3,False,False
32.45,174,RUS,v4,False,False
43.99,833,RUS,v4,False,False
33.11,189,USA,v1,False,False
37.63,903,UK,v3,False,False
29.24,272,RUS,v4,False,False
31.41,439,CAN,v1,False,False
31.67,134,CAN,v1,False,False
31.66,711,USA,v1,False,False
38.71,870,CAN,v2,False,False
42.59,848,RUS,v4,False,False
32.74,668,AUS,v3,False,False
29.58,952,RUS,v4,False,False
33.36,493,CAN,v2,False,False
29.83,443,UK,v3,False,False
32.95,414,RUS,v4,False,False
36.15,16,UK,v3,False,False
29.93,872,USA,v1,False,False
32.34,155,CAN,v2,False,False
30.44,788,UK,v2,False,False
37.78,196,USA,v1,False,False
36.5,400,USA,v1,False,False
31.84,702,RUS,v4,False,False
37.73,80,AUS,v3,False,False
37.41,87,UK,v2,False,False
37.53,820,USA,v1,False,False
29.63,914,USA,v1,False,False
35.65,613,RUS,v4,False,False
36.52,792,RUS,v4,False,False
35.46,953,USA,v1,True,False
28.08,651,RUS,v4,False,False
36.33,346,RUS,v4,False,False
29.57,921,USA,v1,False,False
39.43,864,UK,v3,False,False
29.35,401,AUS,v3,False,False
29.71,236,UK,v2,False,False
37.16,223,UK,v2,False,False
30.08,379,RUS,v4,False,False
34.92,319,CAN,v2,True,False
32.97,905,USA,v1,False,False
37.57,442,CAN,v2,False,False
40.32,522,UK,v2,False,False
33.13,444,CAN,v2,False,False
33.6,257,USA,v1,False,False
37.43,60,AUS,v3,False,False
34.64,345,UK,v3,True,False
35.52,449,CAN,v2,False,False
40.95,244,USA,v1,False,False
36.78,766,AUS,v3,False,False
38.78,765,AUS,v3,False,False
27.63,880,UK,v3,False,False
30.82,707,UK,v2,False,False
38.49,707,UK,v3,False,False
42.34,806,RUS,v4,False,False
29.3,221,RUS,v4,False,False
27.02,561,USA,v1,False,False
28.68,865,RUS,v4,False,False
6.395,470,CAN,v3,False,True
33.3,533,CAN,v2,False,False
11.94,255,CAN,v3,False,False
39.17,206,AUS,v3,False,False
37.37,754,UK,v3,False,False
38.65,501,USA,v1,False,False
24.02,84,CAN,v2,False,False
34.22,302,RUS,v4,False,False
32.55,206,CAN,v2,False,False
29.63,494,USA,v1,False,False
28.42,585,CAN,v2,False,False
41.77,227,CAN,v2,False,False
28.1,893,RUS,v4,False,False
37.86,594,UK,v2,False,False
41.11,594,CAN,v2,False,False
34.56,585,AUS,v4,True,False
42.94,601,RUS,v4,False,False
40.76,602,UK,v3,False,False
36.73,299,CAN,v2,False,False
40.35,999,RUS,v4,False,False
29.14,254,CAN,v1,False,False
36.38,102,USA,v1,False,False
37.61,198,RUS,v4,False,False
30.6,915,AUS,v3,False,False
35.62,551,AUS,v3,False,False
38.21,467,AUS,v3,False,False
43.68,657,AUS,v3,False,False
31.78,400,AUS,v3,False,False
34.7,376,CAN,v1,True,False
35.38,342,USA,v1,True,False
24.02,657,USA,v1,False,False
33.21,856,AUS,v3,False,False
38.8,312,UK,v2,False,False
32.42,166,AUS,v3,False,False
38.28,720,USA,v1,False,False
32.53,580,AUS,v4,False,False
28.86,425,CAN,v2,False,False
27.55,495,RUS,v4,False,False
32.34,465,USA,v1,False,False
35.3,517,UK,v3,True,False
45.42,464,UK,v3,False,False
45.11,836,CAN,v2,False,False
41.88,141,AUS,v3,False,False
37.68,764,CAN,v2,False,False
37.36,936,USA,v1,False,False
30.69,216,AUS,v3,False,False
32.11,248,RUS,v4,False,False
41.17,644,RUS,v4,False,False
40.11,497,RUS,v4,False,False
34.42,247,USA,v1,True,False
